Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
02/28/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,NY,14219,,N/A,Web,02/28/2014,Closed with non-monetary relief,Yes,No,736997
01/30/2014,Credit card,,Billing statement,,,,Citibank,MA,01749,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693223
02/24/2014,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,TX,78660,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,729034
02/05/2014,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,SC,29615,,N/A,Web,02/04/2014,Closed with explanation,Yes,Yes,702810
01/30/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,08028,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693227
02/05/2014,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,Experian,MO,63017,,N/A,Web,02/04/2014,Closed with explanation,Yes,Yes,707892
02/28/2014,Credit card,,Transaction issue,,,,Discover,NY,11204,,N/A,Web,02/28/2014,Closed with explanation,Yes,No,737127
02/10/2014,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,,First Data Corporation,VA,23117,,N/A,Web,02/10/2014,Closed with explanation,No,,707040
02/05/2014,Credit card,,Delinquent account,,,,Capital One,TX,78154,Older American,N/A,Web,02/06/2014,Closed with explanation,Yes,No,700285
02/05/2014,Credit card,,Customer service / Customer relations,,,,JPMorgan Chase & Co.,FL,33435,,N/A,Web,02/06/2014,Closed with explanation,Yes,No,700286
02/28/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,32065,,N/A,Web,02/27/2014,Closed with non-monetary relief,Yes,No,736686
02/05/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,90033,,N/A,Web,02/04/2014,Closed with explanation,Yes,,707894
02/10/2014,Credit card,,Credit card protection / Debt protection,,,,Capital One,DC,20020,,N/A,Web,02/14/2014,Closed with explanation,Yes,No,706768
02/10/2014,Money transfers,International money transfer,Fraud or scam,,,,The Western Union Company,MN,55105,,N/A,Web,02/13/2014,Closed with explanation,Yes,No,707056
02/05/2014,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,,,Nationstar Mortgage,CA,92503,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,710300
02/05/2014,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,Nations Recovery Center,DE,19804,,N/A,Web,02/10/2014,Closed with non-monetary relief,No,No,705834
02/10/2014,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,WY,83001,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,No,705797
02/24/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"PayPal Holdings, Inc.",NY,11214,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,729060
02/10/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,RI,02852,,N/A,Web,02/13/2014,Closed with explanation,Yes,Yes,707059
02/10/2014,Money transfers,International money transfer,Wrong amount charged or received,,,,JPMorgan Chase & Co.,NY,11211,,N/A,Web,02/18/2014,Closed with explanation,Yes,No,707062
02/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"EOS Holdings, Inc.",FL,33018,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,No,707063
02/05/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"EOS Holdings, Inc.",UT,84123,Servicemember,N/A,Web,02/04/2014,Closed with explanation,Yes,Yes,700240
02/05/2014,Credit card,,Customer service / Customer relations,,,,Amex,NY,10038,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,705835
02/10/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",VA,23228,,N/A,Web,02/10/2014,Closed with explanation,Yes,Yes,707066
02/28/2014,Debt collection,Non-federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",GA,31052,Servicemember,N/A,Web,03/03/2014,Closed with explanation,Yes,No,737034
02/24/2014,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"NCB Management Services, Inc.",MO,63115,,N/A,Postal mail,03/31/2014,Closed with explanation,Yes,Yes,729074
02/10/2014,Credit card,,Advertising and marketing,,,,Fifth Third Financial Corporation,MI,48201,,N/A,Web,02/10/2014,Closed with monetary relief,Yes,No,707047
02/10/2014,Credit card,,Advertising and marketing,,,,Barclays PLC,MA,01129,Older American,N/A,Referral,02/11/2014,Closed with explanation,Yes,No,707081
02/28/2014,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,JPMorgan Chase & Co.,CA,90504,,N/A,Web,02/27/2014,Closed with explanation,Yes,Yes,737043
02/05/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,IN,46403,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,702608
02/10/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Flagstar Bank,MI,49696,,N/A,Referral,02/11/2014,Closed with explanation,Yes,No,707083
02/24/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,IL,60025,,N/A,Referral,02/26/2014,Closed with explanation,Yes,Yes,727763
02/10/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,VA,23228,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,Yes,707068
02/05/2014,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,AL,36117,,N/A,Web,02/04/2014,Closed with non-monetary relief,Yes,No,700293
02/24/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,AL,35243,Servicemember,N/A,Web,02/25/2014,Closed with explanation,Yes,Yes,728779
02/24/2014,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,U.S. Bancorp,PA,19380,,N/A,Referral,02/26/2014,Closed with explanation,Yes,No,727764
02/28/2014,Debt collection,Federal student loan,False statements or representation,Attempted to collect wrong amount,,,"URS Holding, LLC",AZ,85285,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736974
02/05/2014,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,CA,95111,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,702818
02/05/2014,Credit reporting,,Improper use of my credit report,Received marketing offer after opted out,,,Equifax,CA,92887,,N/A,Web,02/12/2014,Closed with explanation,Yes,No,700296
02/24/2014,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,"Blitt and Gaines, P.C.",IL,60626,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,729090
02/05/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",CA,92543,,N/A,Web,02/11/2014,Closed with explanation,Yes,Yes,707908
02/28/2014,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,CA,91367,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,737057
02/28/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,AllianceOne Recievables Management,CA,92592,,N/A,Web,03/01/2014,Closed with explanation,Yes,No,737060
02/10/2014,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,SC,29803,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,707100
02/24/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,OH,44223,,N/A,Referral,03/06/2014,Closed with monetary relief,Yes,No,727767
02/05/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,92840,,N/A,Web,02/05/2014,Closed with non-monetary relief,Yes,No,707910
02/24/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,VA,23434,,N/A,Referral,02/26/2014,Closed with explanation,Yes,No,727768
02/10/2014,Credit card,,Other,,,,Citibank,TX,75703,,N/A,Web,02/12/2014,Closed with explanation,Yes,No,707800
02/28/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,VA,20155,Servicemember,N/A,Web,02/27/2014,Closed with explanation,Yes,No,737063
02/24/2014,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,"SunTrust Banks, Inc.",GA,30009,,N/A,Referral,03/06/2014,Closed with explanation,Yes,Yes,727769
02/05/2014,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"National Credit Systems,Inc.",TX,78250,,N/A,Web,02/05/2014,Closed with explanation,Yes,No,710437
01/30/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MI,48145,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693295
02/28/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,OR,97071,"Older American, Servicemember",N/A,Web,02/27/2014,Closed with non-monetary relief,Yes,No,737072
02/28/2014,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,,,"Navient Solutions, Inc.",DC,20002,,N/A,Web,02/28/2014,Closed with explanation,Yes,Yes,737074
02/28/2014,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,,,ARM WNY LLC,NM,88033,,N/A,Web,03/03/2014,Closed with explanation,Yes,Yes,737076
02/05/2014,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,OH,43110,,N/A,Web,02/05/2014,Closed with explanation,Yes,Yes,702820
02/05/2014,Credit card,,Billing disputes,,,,Capital One,OR,97402,,N/A,Web,02/05/2014,Closed with non-monetary relief,Yes,No,710441
02/10/2014,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Synchrony Financial,NJ,07410,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,707119
02/24/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,AZ,85139,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,727668
02/10/2014,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Experian,WY,82901,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,No,707784
01/30/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Account Control Technology, Inc.",AZ,85303,"Older American, Servicemember",N/A,Web,01/30/2014,Closed with non-monetary relief,Yes,No,693556
02/28/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Hillcrest Davidson & Assoc,TX,78119,Older American,N/A,Web,02/27/2014,Closed,Yes,No,737088
01/30/2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Santander Bank US,MA,02460,,N/A,Postal mail,02/05/2014,Closed,Yes,Yes,693459
02/24/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"OneMain Financial Holdings, LLC",CA,90038,,N/A,Postal mail,02/25/2014,Closed with explanation,Yes,No,728698
01/30/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,92630,,N/A,Web,01/31/2014,Closed with explanation,Yes,Yes,693529
02/05/2014,Credit card,,Payoff process,,,,Capital One,KY,40219,,N/A,Web,02/05/2014,Closed with explanation,Yes,No,710445
02/05/2014,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Experian,MA,02062,,N/A,Web,02/05/2014,Closed with explanation,Yes,No,708020
02/28/2014,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Encore Capital Group,CO,80203,,N/A,Web,02/28/2014,Closed with explanation,Yes,No,737098
01/30/2014,Credit card,,Application processing delay,,,,Citibank,VA,22310,,N/A,Postal mail,02/06/2014,Closed with explanation,Yes,No,693312
02/05/2014,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",GA,30655,Older American,N/A,Web,02/05/2014,Closed with explanation,Yes,No,702537
02/28/2014,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,Synchrony Financial,CA,94547,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,737101
02/05/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Capital One,WA,98031,,N/A,Referral,02/07/2014,Closed with non-monetary relief,Yes,No,702187
02/28/2014,Credit card,,Rewards,,,,Wells Fargo & Company,VA,23060,,N/A,Web,02/27/2014,Closed with monetary relief,Yes,No,739399
02/10/2014,Debt collection,I do not know,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Velocity Portfolio Group,DE,19709,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,707337
01/30/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",FL,33624,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,694002
02/28/2014,Payday loan,Payday loan,Charged bank acct wrong day or amt,Charged bank acct wrong day or amt,,,Regions Financial Corporation,TN,38018,,N/A,Web,02/28/2014,Closed with non-monetary relief,Yes,No,737093
02/24/2014,Credit card,,APR or interest rate,,,,Amex,WA,98033,,N/A,Web,02/24/2014,Closed with non-monetary relief,Yes,No,729131
02/28/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,55119,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,737115
02/10/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,95841,,N/A,Phone,02/12/2014,Closed with explanation,Yes,No,707143
02/24/2014,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,TX,78229,Older American,N/A,Phone,02/27/2014,Closed with explanation,Yes,No,729137
02/05/2014,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,Delbert Services,CA,92591,,N/A,Web,02/05/2014,Closed with explanation,Yes,No,710455
02/28/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,90023,,N/A,Web,02/28/2014,Closed with non-monetary relief,Yes,Yes,736771
02/24/2014,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Grant & Weber,CA,94806,,N/A,Web,02/25/2014,Closed with explanation,Yes,No,729144
01/31/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,NY,14905,,N/A,Referral,02/10/2014,Closed with non-monetary relief,Yes,No,693975
02/28/2014,Mortgage,FHA mortgage,Settlement process and costs,,,,Flagstar Bank,GA,30058,,N/A,Web,02/28/2014,Closed with explanation,Yes,No,737126
02/28/2014,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Bank of America,CA,91104,,N/A,Web,02/28/2014,Closed with explanation,Yes,No,737133
02/28/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NM,87121,,N/A,Web,02/28/2014,Closed with non-monetary relief,Yes,No,737134
02/28/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",CA,92340,,N/A,Web,02/28/2014,Closed with non-monetary relief,Yes,No,737137
02/10/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",CA,91767,Older American,N/A,Postal mail,02/11/2014,Closed with explanation,Yes,No,707753
01/31/2014,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,,,"Navient Solutions, Inc.",SC,29841,,N/A,Web,01/31/2014,Closed with explanation,Yes,No,694041
02/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Trident Asset Management, L.L.C.",CA,93453,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,No,707169
02/28/2014,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,,,"Navient Solutions, Inc.",MI,49065,Older American,N/A,Web,02/28/2014,Closed with explanation,Yes,Yes,737145
