Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
02/24/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,Citibank,NY,11426,,N/A,Fax,02/25/2014,Closed with monetary relief,Yes,No,727731
02/04/2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,American Financing Corporation,CO,80228,,N/A,Web,02/11/2014,Closed with explanation,Yes,Yes,698297
01/27/2014,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"TransUnion Intermediate Holdings, Inc.",GA,30096,Servicemember,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686467
02/04/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,FL,32801,,N/A,Referral,02/10/2014,Closed with monetary relief,Yes,No,699768
02/04/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,FL,32827,,N/A,Web,02/08/2014,Closed with explanation,Yes,No,699590
01/30/2014,Credit card,,Customer service / Customer relations,,,,Synchrony Financial,TX,78714,,N/A,Phone,02/06/2014,Closed with explanation,Yes,Yes,693404
02/10/2014,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,CNG Financial Corporation,MO,63379,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,706737
01/27/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo & Company,NY,10009,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686696
02/04/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,AZ,85338,,N/A,Referral,02/10/2014,Closed with explanation,Yes,No,699773
02/10/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"SIMM Associates, Inc.",AR,71909,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,706789
02/04/2014,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,FL,33073,,N/A,Referral,02/11/2014,Closed with explanation,Yes,No,699774
02/27/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33021,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,735962
02/04/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,CA,94533,,N/A,Referral,02/10/2014,Closed with non-monetary relief,Yes,No,699778
02/27/2014,Bank account or service,Checking account,Using a debit or ATM card,,,,The Huntington National Bank,MI,48234,,N/A,Referral,03/05/2014,Closed with explanation,Yes,No,734287
02/04/2014,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,IL,60010,,N/A,Web,02/04/2014,Closed with non-monetary relief,Yes,No,699601
01/30/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,TX,77536,,N/A,Web,01/30/2014,Closed with non-monetary relief,Yes,No,692996
01/30/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",NJ,08012,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693009
02/10/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,93611,Older American,N/A,Web,02/13/2014,Closed with explanation,Yes,Yes,705866
02/24/2014,Credit card,,Other,,,,Wells Fargo & Company,FL,33328,Servicemember,N/A,Web,02/24/2014,Closed with monetary relief,Yes,No,728832
02/27/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Capital One,CA,92656,,N/A,Referral,03/05/2014,Closed with explanation,Yes,No,734290
02/27/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,TX,76131,,N/A,Referral,03/05/2014,Closed with explanation,Yes,No,734291
01/30/2014,Credit card,,Identity theft / Fraud / Embezzlement,,,,Citibank,FL,33498,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693015
02/04/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Vengroff Williams, Inc",NY,10011,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,699610
01/30/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,MI,48357,Older American,N/A,Phone,02/07/2014,Closed with explanation,Yes,Yes,693018
01/30/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95437,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693020
01/27/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,VA,22405,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686730
02/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,,,"National Credit Systems,Inc.",NC,27560,,N/A,Web,02/10/2014,Closed with explanation,Yes,Yes,706623
02/24/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,IL,60440,,N/A,Phone,04/10/2014,Closed with explanation,Yes,No,728840
02/04/2014,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,HSBC North America Holdings Inc.,NC,27613,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,699617
01/27/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Afni, Inc.",LA,71037,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686738
02/27/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,FL,33702,,N/A,Web,03/05/2014,Closed with monetary relief,Yes,No,735991
02/24/2014,Credit card,,Closing/Cancelling account,,,,Bank of America,CT,06515,,N/A,Web,02/24/2014,Closed with explanation,Yes,Yes,728987
02/04/2014,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"Advance America, Cash Advance Centers, Inc.",CA,95464,,N/A,Web,02/06/2014,Closed with explanation,Yes,No,699624
01/30/2014,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,,,JPMorgan Chase & Co.,MN,55369,,N/A,Web,01/30/2014,Closed with explanation,Yes,Yes,693031
02/04/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92570,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,710320
02/04/2014,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,CA,90062,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,702087
02/04/2014,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,,,"Community Choice Financial, Inc.",CA,95818,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,699634
02/14/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76108,,N/A,Postal mail,03/05/2014,Closed with explanation,Yes,No,714918
02/04/2014,Credit card,,Advertising and marketing,,,,Citibank,GA,30107,,N/A,Web,02/04/2014,Closed with non-monetary relief,Yes,No,699707
02/04/2014,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,AES/PHEAA,PA,18049,,N/A,Web,02/06/2014,Closed with explanation,Yes,No,699637
02/04/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,AZ,85118,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,710335
02/10/2014,Debt collection,Federal student loan,Communication tactics,Used obscene/profane/abusive language,,,Van Ru Credit Corporation,TX,75237,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,No,706846
01/30/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,FL,32175,,N/A,Web,01/30/2014,Closed with monetary relief,Yes,No,693785
02/27/2014,Credit card,,Billing disputes,,,,Citibank,NC,27559,Older American,N/A,Web,02/28/2014,Closed with monetary relief,Yes,No,736013
01/27/2014,Money transfers,International money transfer,Fraud or scam,,,,MoneyGram,PA,16137,,N/A,Phone,02/05/2014,Closed with explanation,Yes,No,686725
01/27/2014,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,GA,31907,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686719
02/24/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,FL,32733,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,728866
02/14/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,76112,,N/A,Referral,02/20/2014,Closed with explanation,Yes,No,715701
02/10/2014,Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,Capital One,IN,47713,,N/A,Web,02/10/2014,Closed with explanation,Yes,Yes,706858
02/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,The Receivable Management Services Corporation,CA,94062,,N/A,Fax,02/11/2014,Closed with non-monetary relief,Yes,No,706860
02/24/2014,Debt collection,Credit card,False statements or representation,Indicated committed crime not paying,,,"Dynamic Recovery Solutions, LLC",AZ,85281,Older American,N/A,Web,03/06/2014,Closed with explanation,Yes,No,727657
02/10/2014,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,JPMorgan Chase & Co.,OH,45373,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,706866
02/04/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,VA,20180,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,699656
02/14/2014,Credit card,,Other,,,,JPMorgan Chase & Co.,OH,43011,,N/A,Web,02/19/2014,Closed with explanation,Yes,Yes,714944
02/04/2014,Credit card,,Delinquent account,,,,Capital One,AZ,85614,,N/A,Web,02/06/2014,Closed with non-monetary relief,No,Yes,700176
01/30/2014,Debt collection,Federal student loan,False statements or representation,Attempted to collect wrong amount,,,"URS Holding, LLC",MD,21225,,N/A,Referral,02/11/2014,Closed with explanation,Yes,No,693064
02/24/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,PNC Bank N.A.,MD,21701,Older American,N/A,Web,02/25/2014,Closed with monetary relief,Yes,No,727842
02/14/2014,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,"Navient Solutions, Inc.",PA,19140,,N/A,Phone,02/21/2014,Closed with explanation,Yes,No,714947
02/14/2014,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,Bank of America,CA,90057,,N/A,Referral,02/21/2014,Closed with explanation,Yes,No,715839
01/27/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,VA,23228,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686478
02/04/2014,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,,,ARM WNY LLC,NC,28262,,N/A,Web,02/20/2014,Closed with explanation,No,Yes,699665
02/10/2014,Credit card,,Advertising and marketing,,,,Synchrony Financial,MA,01420,,N/A,Web,02/13/2014,Closed with monetary relief,Yes,No,706875
02/24/2014,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",IL,60554,,N/A,Web,02/27/2014,Closed with explanation,Yes,Yes,729298
01/27/2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,KY,40214,"Older American, Servicemember",N/A,Phone,02/05/2014,Closed with monetary relief,Yes,No,686786
02/14/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,94124,,N/A,Referral,02/24/2014,Closed with explanation,Yes,Yes,715832
02/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Allied Interstate LLC,PA,15136,,N/A,Postal mail,02/11/2014,Closed with non-monetary relief,Yes,No,705800
02/10/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"National Credit Systems,Inc.",AL,35824,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,706885
01/27/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",FL,32818,Older American,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686792
01/27/2014,Credit card,,Billing disputes,,,,Barclays PLC,NY,10901,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,685994
02/14/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",IN,46307,,N/A,Postal mail,03/03/2014,Closed with explanation,Yes,No,714064
02/04/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Receivables Performance Management LLC,ID,83851,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,699678
02/24/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,PA,15642,,N/A,Fax,02/25/2014,Closed with explanation,Yes,No,727795
01/30/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,90222,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693089
01/30/2014,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Emerald Canyon Capital, LLC",MO,63033,,N/A,Web,01/30/2014,Closed with non-monetary relief,Yes,No,693090
02/27/2014,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,HSBC North America Holdings Inc.,SC,29511,Servicemember,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736052
02/24/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"The CMI Group, Inc.",OH,45237,Older American,N/A,Phone,02/25/2014,Closed with non-monetary relief,Yes,No,728900
01/30/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Sherloq Group, Inc",FL,33881,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693094
02/14/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,IN,46307,,N/A,Postal mail,03/03/2014,Closed with explanation,Yes,No,714066
02/10/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,PA,15221,,N/A,Web,02/10/2014,Closed with non-monetary relief,Yes,No,706896
02/10/2014,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"Northland Group, Inc.",MA,01902,,N/A,Postal mail,02/11/2014,Closed with explanation,Yes,No,707771
02/10/2014,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,FL,32920,"Older American, Servicemember",N/A,Web,02/10/2014,Closed with explanation,Yes,No,706901
02/10/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,94531,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,707736
02/24/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,MA,02188,,N/A,Web,02/24/2014,Closed with non-monetary relief,Yes,No,728905
01/27/2014,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,TX,77532,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686150
02/10/2014,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Ocwen,CA,92083,,N/A,Web,02/13/2014,Closed with explanation,Yes,No,706909
01/30/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",CA,91308,,N/A,Web,01/31/2014,Closed with explanation,Yes,Yes,693345
02/27/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Resurgent Capital Services L.P.,CA,90046,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736158
02/27/2014,Credit card,,Payoff process,,,,Bank of America,CA,92629,,N/A,Web,02/28/2014,Closed with explanation,Yes,No,736069
02/27/2014,Credit card,,Other fee,,,,Bank of America,NY,11230,,N/A,Referral,03/05/2014,Closed with explanation,Yes,Yes,734296
02/14/2014,Credit card,,Billing disputes,,,,Citibank,PR,00536,,N/A,Fax,03/03/2014,Closed with monetary relief,Yes,No,714437
02/14/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,OK,97140,,N/A,Referral,02/19/2014,Closed with explanation,Yes,No,715913
02/27/2014,Credit card,,Identity theft / Fraud / Embezzlement,,,,HSBC North America Holdings Inc.,IL,60628,,N/A,Phone,03/04/2014,Closed with explanation,Yes,No,736070
01/30/2014,Credit card,,Other,,,,Capital One,MA,02368,,N/A,Web,01/30/2014,Closed with non-monetary relief,Yes,No,693112
02/14/2014,Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,ARM WNY LLC,TN,37128,,N/A,Web,02/20/2014,Closed with explanation,No,No,714972
02/05/2014,Credit card,,Unsolicited issuance of credit card,,,,PNC Bank N.A.,NC,27517,,N/A,Web,02/06/2014,Closed with explanation,Yes,No,702208
02/05/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,GA,30549,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,710338
02/14/2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Santander Bank US,MA,01752,,N/A,Referral,02/19/2014,Closed with explanation,Yes,No,714978
01/27/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NM,87508,Older American,N/A,Postal mail,02/05/2014,Closed with explanation,Yes,No,686121
02/27/2014,Credit card,,Payoff process,,,,Synovus Bank,FL,33759,Older American,N/A,Web,03/18/2014,Closed with explanation,Yes,No,736079
02/14/2014,Debt collection,Auto,Disclosure verification of debt,Not given enough info to verify debt,,,Ally Financial Inc.,TX,76550,,N/A,Postal mail,02/19/2014,Closed with explanation,Yes,No,714984
01/30/2014,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",NC,27713,,N/A,Referral,02/07/2014,Closed with monetary relief,Yes,No,693448
02/05/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",OH,44092,,N/A,Postal mail,02/07/2014,Closed with explanation,Yes,No,702803
01/30/2014,Consumer Loan,Personal line of credit,Managing the line of credit,,,,Wells Fargo & Company,NC,28405,,N/A,Referral,02/07/2014,Closed with explanation,Yes,No,693451
02/05/2014,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,Encore Capital Group,TX,78702,,N/A,Postal mail,02/07/2014,Closed with explanation,Yes,No,702792
01/27/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",CT,06770,,N/A,Web,01/30/2014,Closed with non-monetary relief,Yes,No,686851
02/05/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,20136,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,707885
02/05/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IL,60192,,N/A,Web,02/04/2014,Closed with non-monetary relief,Yes,Yes,707886
02/05/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,FL,32246,,N/A,Fax,02/19/2014,Closed with explanation,Yes,No,710309
02/10/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Prudent Law Group,VA,20169,,N/A,Postal mail,02/13/2014,Untimely response,No,,707617
02/10/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,MI,49740,,N/A,Web,03/10/2014,Closed with explanation,Yes,No,707088
01/30/2014,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,GA,30004,,N/A,Referral,02/10/2014,Closed with explanation,Yes,No,693452
01/27/2014,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",TX,78942,,N/A,Web,01/27/2014,Closed with explanation,Yes,No,686016
01/27/2014,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,"PayPal Holdings, Inc.",GA,31411,,N/A,Web,02/05/2014,Closed with monetary relief,Yes,No,686855
02/05/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",FL,32246,,N/A,Fax,02/20/2014,Closed with explanation,Yes,No,702726
02/24/2014,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,OH,44212,,N/A,Web,02/28/2014,Closed with explanation,Yes,No,728940
02/10/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,CT,06378,,N/A,Referral,02/12/2014,Closed with monetary relief,Yes,No,706952
02/10/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,FL,32837,Older American,N/A,Phone,02/12/2014,Closed with explanation,Yes,No,707393
01/27/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Resurgent Capital Services L.P.,TX,76036,,N/A,Web,01/27/2014,Closed with explanation,Yes,Yes,686148
01/30/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"The Bureaus, Inc.",MI,48073,,N/A,Web,02/13/2014,Closed with explanation,No,,693145
02/10/2014,Bank account or service,Checking account,Using a debit or ATM card,,,,Wells Fargo & Company,OK,74112,Older American,N/A,Postal mail,02/11/2014,Closed with explanation,Yes,No,706963
02/24/2014,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"EZCORP, Inc.",WI,53081,,N/A,Web,02/25/2014,Closed,Yes,No,728955
02/10/2014,Bank account or service,Savings account,"Account opening, closing, or management",,,,Bank of America,OR,97116,,N/A,Web,02/10/2014,Closed with monetary relief,Yes,No,706969
02/05/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NC,27103,,N/A,Web,02/04/2014,Closed with non-monetary relief,Yes,No,707887
01/27/2014,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Oxford Law, LLC",PA,15217,Older American,N/A,Phone,02/05/2014,Closed with non-monetary relief,Yes,No,686876
02/24/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,NY,10467,,N/A,Phone,02/25/2014,Closed with monetary relief,Yes,No,728963
02/24/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",AZ,85205,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,728967
02/27/2014,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,HSBC North America Holdings Inc.,CO,80237,,N/A,Web,03/10/2014,Closed with explanation,Yes,No,736126
02/05/2014,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,WI,53219,,N/A,Web,02/04/2014,Closed with explanation,Yes,Yes,710380
02/24/2014,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,FL,33773,,N/A,Phone,02/25/2014,Closed with explanation,Yes,No,728973
01/30/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Resurgent Capital Services L.P.,TX,77581,"Older American, Servicemember",N/A,Web,01/30/2014,Closed with non-monetary relief,Yes,No,693328
02/27/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,NJ,08012,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,734138
02/05/2014,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,"Portfolio Recovery Associates, Inc.",CA,90804,,N/A,Web,02/12/2014,Closed with explanation,Yes,No,710382
02/27/2014,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,Grant & Weber,CA,95065,,N/A,Web,03/05/2014,Closed with explanation,Yes,No,735215
02/27/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",PA,18428,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736132
02/27/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Galaxy Capital Acquisitions, LLC",PA,18428,,N/A,Web,03/20/2014,Closed with non-monetary relief,Yes,No,736133
02/24/2014,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Brown and Joseph, Ltd",IL,60532,,N/A,Web,02/24/2014,Closed with explanation,Yes,Yes,728999
02/10/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,TX,75703,,N/A,Web,02/12/2014,Closed with explanation,Yes,No,707799
02/05/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TX,77072,Older American,N/A,Phone,02/11/2014,Closed with explanation,Yes,No,707890
02/27/2014,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,Toyota Motor Credit Corporation,CA,93619,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736596
02/27/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",VA,23060,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736148
01/30/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,Delbert Services,OK,73703,,N/A,Web,01/30/2014,Closed with explanation,Yes,No,693194
02/05/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Expert Global Solutions, Inc.",CA,91932,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,705832
02/27/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,VA,23060,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736978
01/30/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CO,80023,,N/A,Web,02/07/2014,Closed with explanation,Yes,No,693203
02/27/2014,Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,,,Radius Global Solutions LLC,CA,93619,,N/A,Web,02/27/2014,Closed with explanation,Yes,Yes,736597
02/27/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",VA,23060,,N/A,Web,02/27/2014,Closed with explanation,Yes,No,736981
02/28/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,GA,31558,,N/A,Referral,03/05/2014,Closed with explanation,Yes,No,736811
02/24/2014,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",TX,78227,Older American,N/A,Web,02/24/2014,Closed with explanation,Yes,No,729023
01/30/2014,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Ditech Financial LLC,NY,14870,,N/A,Web,01/30/2014,Closed with explanation,Yes,Yes,693210
02/05/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CA,90650,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,700282
02/10/2014,Credit card,,Billing disputes,,,,Citibank,IA,50009,,N/A,Web,02/10/2014,Closed with explanation,Yes,No,707017
01/27/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Pacific Union Financial, LLC",NJ,08824,,N/A,Web,01/31/2014,Closed with explanation,Yes,No,686941
02/05/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NJ,08097,,N/A,Web,02/04/2014,Closed with explanation,Yes,No,710408
01/30/2014,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,"PayPal Holdings, Inc.",IL,60659,,N/A,Web,01/31/2014,Closed with monetary relief,Yes,No,693466
